target_id	length	eff_length	est_counts	tpm
ENSMUST00000103567	369	213.46	0	0
ENSMUST00000185651	329	174.992	0	0
ENSMUST00000180711	376	220.241	0	0
ENSMUST00000184650	338	183.666	0	0
ENSMUST00000181728	449	292.318	0	0
ENSMUST00000193003	416	259.593	0	0
ENSMUST00000103300	334	179.794	0	0
ENSMUST00000178426	444	287.405	0	0
ENSMUST00000180687	473	316.198	0	0
ENSMUST00000103643	327	173.133	0	0
ENSMUST00000103581	397	240.893	0	0
ENSMUST00000181210	373	217.395	0	0
ENSMUST00000183488	335	180.758	0	0
ENSMUST00000191646	335	180.758	0	0
ENSMUST00000103282	332	177.885	0	0
ENSMUST00000103646	405	248.771	0	0
ENSMUST00000181793	404	247.771	0	0
ENSMUST00000103648	359	203.964	0	0
ENSMUST00000179267	386	230.105	0	0
ENSMUST00000184874	276	126.337	0	0
ENSMUST00000103660	386	230.105	0	0
ENSMUST00000181768	418	261.593	0	0
ENSMUST00000183835	276	126.337	0	0
ENSMUST00000103267	389	233.012	0	0
ENSMUST00000194399	366	210.651	0	0
ENSMUST00000103268	334	179.794	0	0
ENSMUST00000103269	385	229.128	0	0
ENSMUST00000103270	340	185.592	0	0
ENSMUST00000103662	394	237.917	0	0
ENSMUST00000103271	340	185.592	0	0
ENSMUST00000103272	368	212.502	0	0
ENSMUST00000103273	370	214.438	0	0
ENSMUST00000103274	398	241.869	0	0
ENSMUST00000103275	374	218.373	0	0
ENSMUST00000103276	566	408.807	0	0
ENSMUST00000103663	360	204.902	8	1.73261
ENSMUST00000103664	342	187.516	0	0
ENSMUST00000103277	335	180.758	0	0
ENSMUST00000195087	381	225.196	0	0
ENSMUST00000103278	290	138.54	0	0
ENSMUST00000193997	347	192.363	0	0
ENSMUST00000103279	344	189.478	0	0
ENSMUST00000103638	377	221.219	0	0
ENSMUST00000103641	380	224.196	0	0
ENSMUST00000184687	275	125.39	0	0
ENSMUST00000103667	421	264.514	0	0
ENSMUST00000189634	651	493.807	0	0
ENSMUST00000056590	650	492.807	0	0
ENSMUST00000182769	727	569.807	0	0
ENSMUST00000088673	531	373.961	0	0
ENSMUST00000195764	4615	4457.81	90.1511	0.897444
ENSMUST00000174625	3389	3231.81	53.4912	0.734505
ENSMUST00000174382	1699	1541.81	24.8123	0.714158
ENSMUST00000166442	1481	1323.81	10.4716	0.351033
ENSMUST00000182198	1265	1107.81	0	0
ENSMUST00000172762	3466	3308.81	0	0
ENSMUST00000194951	1194	1036.81	0	0
ENSMUST00000195589	2272	2114.81	1.88594	0.0395744
ENSMUST00000184581	707	549.807	0	0
ENSMUST00000112076	2277	2119.81	0.114061	0.0023878
ENSMUST00000179386	1050	892.807	0	0
ENSMUST00000173420	1257	1099.81	0	0
ENSMUST00000194248	936	778.807	0	0
ENSMUST00000179719	1296	1138.81	93.13	3.62909
ENSMUST00000106393	843	685.807	320.2	20.7194
ENSMUST00000132882	741	583.807	56.6702	4.30768
ENSMUST00000006562	910	752.807	0	0
ENSMUST00000100960	2692	2534.81	54.8396	0.960079
ENSMUST00000171587	1329	1171.81	0	0
ENSMUST00000174854	1156	998.807	49.9649	2.21994
ENSMUST00000172979	998	840.807	2.28367	0.12053
ENSMUST00000116010	172	45.7229	0	0
ENSMUST00000190447	2477	2319.81	0	0
ENSMUST00000188251	2421	2263.81	558.433	10.9469
ENSMUST00000190097	649	491.807	59.8795	5.40308
ENSMUST00000191103	537	379.961	19.2717	2.2508
ENSMUST00000024112	2417	2259.81	0	0
ENSMUST00000174177	915	757.807	0	0
ENSMUST00000174248	519	361.998	0.0360777	0.00442273
ENSMUST00000173567	1252	1094.81	8.96392	0.363344
ENSMUST00000122808	3794	3636.81	0	0
ENSMUST00000077820	1581	1423.81	0	0
ENSMUST00000135748	788	630.807	0	0
ENSMUST00000134898	462	305.228	0	0
ENSMUST00000147728	557	399.807	0	0
ENSMUST00000077582	784	626.807	0	0
ENSMUST00000184850	1072	914.807	3.93082	0.190683
ENSMUST00000173080	1138	980.807	0	0
ENSMUST00000185167	836	678.807	5.36191e-07	3.50534e-08
ENSMUST00000195838	1105	947.807	0	0
ENSMUST00000194244	862	704.807	0	0
ENSMUST00000185087	1064	906.807	0	0
ENSMUST00000195833	829	671.807	0.11952	0.00789504
ENSMUST00000184502	862	704.807	0	0
ENSMUST00000183560	316	162.663	0	0
ENSMUST00000183999	358	202.964	0	0
ENSMUST00000192532	995	837.807	0	0
ENSMUST00000182725	558	400.807	44.1503	4.88828
ENSMUST00000183291	1837	1679.81	317.519	8.38819
ENSMUST00000086377	1832	1674.81	0	0
ENSMUST00000173185	1458	1300.81	12	0.40938
ENSMUST00000103299	692	534.807	2	0.165955
ENSMUST00000192856	737	579.807	0	0
ENSMUST00000103291	512	354.998	0	0
ENSMUST00000103682	51	8.23077	0	0
ENSMUST00000103697	63	9.06	0	0
ENSMUST00000103706	65	8.38571	0	0
ENSMUST00000103724	63	9.06	0	0
ENSMUST00000103737	66	8.72368	0	0
ENSMUST00000103704	62	8.95556	0	0
ENSMUST00000103721	58	8.92857	0	0
ENSMUST00000103702	61	8.95	0	0
ENSMUST00000179426	60	8.59459	0	0
ENSMUST00000103725	61	8.95	0	0
ENSMUST00000103726	60	8.59459	0	0
ENSMUST00000103730	59	9.06452	0	0
ENSMUST00000103738	66	8.72368	0	0
ENSMUST00000103698	61	8.95	0	0
ENSMUST00000103713	65	8.38571	0	0
ENSMUST00000180262	60	8.59459	0	0
ENSMUST00000103719	60	8.59459	0	0
ENSMUST00000103732	37	5	0	0
ENSMUST00000103406	43	8.8	0	0
ENSMUST00000167781	54	9.17647	0	0
ENSMUST00000103699	57	9.25	0	0
ENSMUST00000103709	66	8.72368	0	0
ENSMUST00000103409	42	7.8	0	0
ENSMUST00000103688	65	8.38571	0	0
ENSMUST00000103712	60	8.59459	0	0
ENSMUST00000103728	57	9.25	0	0
ENSMUST00000103734	62	8.95556	0	0
ENSMUST00000103735	62	8.95556	0	0
ENSMUST00000103686	64	8.07812	0	0
ENSMUST00000165071	54	9.17647	0	0
ENSMUST00000103408	38	4.75	0	0
ENSMUST00000103695	60	8.59459	0	0
ENSMUST00000103700	64	8.07812	0	0
ENSMUST00000103717	63	9.06	0	0
ENSMUST00000103690	66	8.72368	0	0
ENSMUST00000103691	66	8.72368	0	0
ENSMUST00000103694	59	9.06452	0	0
ENSMUST00000103722	61	8.95	0	0
ENSMUST00000103407	36	4	0	0
ENSMUST00000103696	63	9.06	0	0
ENSMUST00000103718	60	8.59459	0	0
ENSMUST00000103727	33	3	0	0
ENSMUST00000165025	72	10.128	0	0
ENSMUST00000170585	63	9.06	0	0
ENSMUST00000103692	43	8.8	0	0
ENSMUST00000103710	57	9.25	0	0
ENSMUST00000103705	60	8.59459	0	0
ENSMUST00000103736	63	9.06	0	0
ENSMUST00000103687	63	9.06	0	0
ENSMUST00000103693	63	9.06	0	0
ENSMUST00000103703	63	9.06	0	0
ENSMUST00000103708	57	9.25	0	0
ENSMUST00000103720	57	9.25	0	0
ENSMUST00000103731	58	8.92857	0	0
ENSMUST00000103733	59	9.06452	0	0
ENSMUST00000103405	38	4.75	0	0
ENSMUST00000103562	60	8.59459	0	0
ENSMUST00000103716	57	9.25	0	0
ENSMUST00000103729	58	8.92857	0	0
ENSMUST00000103739	27	28	0	0
ENSMUST00000103711	59	9.06452	0	0
ENSMUST00000103714	59	9.06452	0	0
ENSMUST00000103701	55	8.8	0	0
ENSMUST00000103707	58	8.92857	0	0
ENSMUST00000184430	61	8.95	0	0
ENSMUST00000103683	59	9.06452	0	0
ENSMUST00000103689	63	9.06	0	0
ENSMUST00000167829	63	9.06	0	0
ENSMUST00000103715	60	8.59459	0	0
ENSMUST00000103723	66	8.72368	0	0
ENSMUST00000103427	54	9.17647	0	0
ENSMUST00000103428	48	10.4286	0	0
ENSMUST00000192746	48	10.4286	0	0
ENSMUST00000103429	54	9.17647	0	0
ENSMUST00000103430	53	8.17647	0	0
ENSMUST00000103740	413	256.619	5	0.864648
ENSMUST00000103410	323	169.411	0	0
ENSMUST00000103558	518	360.998	0	0
ENSMUST00000103561	503	346.033	0	0
ENSMUST00000179181	572	414.807	0	0
ENSMUST00000103566	644	486.807	0	0
ENSMUST00000177715	1698	1540.81	0	0
ENSMUST00000103426	1493	1335.81	23	0.764086
ENSMUST00000194304	2482	2324.81	0	0
ENSMUST00000103420	1076	918.807	0	0
ENSMUST00000103423	1082	924.807	0	0
ENSMUST00000194162	1806	1648.81	0	0
ENSMUST00000192250	802	644.807	0	0
ENSMUST00000194738	2540	2382.81	0	0
ENSMUST00000178282	1100	942.807	0	0
ENSMUST00000137336	1367	1209.81	0	0
ENSMUST00000195192	1111	953.807	0	0
ENSMUST00000103416	1212	1054.81	0	0
ENSMUST00000192188	1879	1721.81	0	0
ENSMUST00000103418	1114	956.807	0	0
ENSMUST00000103526	415	258.619	0	0
ENSMUST00000194071	351	196.226	0	0
ENSMUST00000103527	294	142.167	0	0
ENSMUST00000191803	395	238.917	0	0
ENSMUST00000103494	294	142.167	0	0
ENSMUST00000103495	377	221.219	0	0
ENSMUST00000194968	351	196.226	0	0
ENSMUST00000103506	348	193.304	0	0
ENSMUST00000103446	353	198.166	0	0
ENSMUST00000194581	378	222.196	0	0
ENSMUST00000163467	302	149.644	0	0
ENSMUST00000103451	362	206.819	0	0
ENSMUST00000195381	353	198.166	0	0
ENSMUST00000103450	353	198.166	0	0
ENSMUST00000180013	369	213.46	0	0
ENSMUST00000103468	461	304.228	0	0
ENSMUST00000103469	399	242.869	0	0
ENSMUST00000103483	394	237.917	0	0
ENSMUST00000195641	353	198.166	0	0
ENSMUST00000103470	299	146.842	0	0
ENSMUST00000103496	388	232.035	0	0
ENSMUST00000192591	358	202.964	0	0
ENSMUST00000179657	350	195.265	0	0
ENSMUST00000103529	351	196.226	0	0
ENSMUST00000195884	351	196.226	0	0
ENSMUST00000103471	294	142.167	0	0
ENSMUST00000125484	359	203.964	0	0
ENSMUST00000183954	302	149.644	0	0
ENSMUST00000103485	353	198.166	0	0
ENSMUST00000191862	351	196.226	0	0
ENSMUST00000103513	348	193.304	0	0
ENSMUST00000103472	351	196.226	0	0
ENSMUST00000103486	356	201.086	0	0
ENSMUST00000191918	357	202.045	0	0
ENSMUST00000177949	297	144.961	0	0
ENSMUST00000193936	357	202.045	0	0
ENSMUST00000179796	297	144.961	0	0
ENSMUST00000192911	350	195.265	0	0
ENSMUST00000103455	342	187.516	0	0
ENSMUST00000103489	357	202.045	0	0
ENSMUST00000193397	357	202.045	0	0
ENSMUST00000103456	355	200.106	0	0
ENSMUST00000192877	361	205.84	0	0
ENSMUST00000103457	350	195.265	0	0
ENSMUST00000193950	351	196.226	0	0
ENSMUST00000103514	348	193.304	0	0
ENSMUST00000193652	380	224.196	0	0
ENSMUST00000103458	350	195.265	0	0
ENSMUST00000195468	353	198.166	0	0
ENSMUST00000103442	350	195.265	0	0
ENSMUST00000103447	350	195.265	0	0
ENSMUST00000103501	294	142.167	0	0
ENSMUST00000103473	351	196.226	0	0
ENSMUST00000103461	361	205.84	0	0
ENSMUST00000103512	388	232.035	0	0
ENSMUST00000103443	352	197.206	0	0
ENSMUST00000103515	351	196.226	0	0
ENSMUST00000195037	359	203.964	0	0
ENSMUST00000195337	354	199.126	0	0
ENSMUST00000103497	351	196.226	0	0
ENSMUST00000192264	413	256.619	0	0
ENSMUST00000103452	350	195.265	0	0
ENSMUST00000195706	351	196.226	0	0
ENSMUST00000103475	333	178.831	0	0
ENSMUST00000195359	351	196.226	0	0
ENSMUST00000103530	348	193.304	0	0
ENSMUST00000193893	351	196.226	0	0
ENSMUST00000103498	348	193.304	0	0
ENSMUST00000103492	359	203.964	0	0
ENSMUST00000103459	405	248.771	0	0
ENSMUST00000191801	351	196.226	0	0
ENSMUST00000195469	386	230.105	0	0
ENSMUST00000109711	215	75.9718	0	0
ENSMUST00000103500	294	142.167	0	0
ENSMUST00000194350	351	196.226	0	0
ENSMUST00000103504	306	153.258	0	0
ENSMUST00000191868	351	196.226	0	0
ENSMUST00000103516	294	142.167	0	0
ENSMUST00000195417	351	196.226	0	0
ENSMUST00000103517	294	142.167	0	0
ENSMUST00000103444	425	268.461	0	0
ENSMUST00000103448	418	261.593	0	0
ENSMUST00000103474	363	207.819	0	0
ENSMUST00000193133	357	202.045	0	0
ENSMUST00000103462	354	199.126	0	0
ENSMUST00000103493	351	196.226	0	0
ENSMUST00000194865	397	240.893	0	0
ENSMUST00000103518	294	142.167	0	0
ENSMUST00000192298	351	196.226	0	0
ENSMUST00000178949	294	142.167	0	0
ENSMUST00000192724	351	196.226	0	0
ENSMUST00000103519	294	142.167	0	0
ENSMUST00000193855	405	248.771	0	0
ENSMUST00000103505	348	193.304	0	0
ENSMUST00000194257	358	202.964	0	0
ENSMUST00000103521	390	233.965	0	0
ENSMUST00000192077	351	196.226	0	0
ENSMUST00000178229	347	192.363	0	0
ENSMUST00000103531	351	196.226	0	0
ENSMUST00000103503	349	194.265	0	0
ENSMUST00000171270	90	12.6367	0	0
ENSMUST00000192554	351	196.226	0	0
ENSMUST00000103522	348	193.304	0	0
ENSMUST00000103523	351	196.226	0	0
ENSMUST00000195707	480	323.134	0	0
ENSMUST00000103449	347	192.363	0	0
ENSMUST00000193145	354	199.126	0	0
ENSMUST00000103524	301	148.736	0	0
ENSMUST00000103525	377	221.219	0	0
ENSMUST00000103463	351	196.226	0	0
ENSMUST00000103464	414	257.619	0	0
ENSMUST00000103478	350	195.265	0	0
ENSMUST00000103466	353	198.166	0	0
ENSMUST00000103467	351	196.226	0	0
ENSMUST00000103507	351	196.226	0	0
ENSMUST00000194625	351	196.226	0	0
ENSMUST00000191861	351	196.226	0	0
ENSMUST00000103509	294	142.167	0	0
ENSMUST00000103510	351	196.226	0	0
ENSMUST00000195735	351	196.226	0	0
ENSMUST00000103511	294	142.167	0	0
ENSMUST00000191693	350	195.265	0	0
ENSMUST00000103476	296	144.035	0	0
ENSMUST00000192499	437	280.405	0	0
ENSMUST00000103477	360	204.902	0	0
ENSMUST00000193408	353	198.166	0	0
ENSMUST00000195619	353	198.166	0	0
ENSMUST00000103479	299	146.842	0	0
ENSMUST00000195124	350	195.265	0	0
ENSMUST00000103481	342	187.516	0	0
ENSMUST00000194159	351	196.226	0	0
ENSMUST00000103482	294	142.167	0	0
ENSMUST00000103398	359	203.964	0	0
ENSMUST00000103395	287	135.823	0	0
ENSMUST00000103597	276	126.337	0	0
ENSMUST00000103399	299	146.842	0	0
ENSMUST00000177578	340	185.592	0	0
ENSMUST00000170041	270	121.033	0	0
ENSMUST00000103404	359	203.964	0	0
ENSMUST00000103394	347	192.363	0	0
ENSMUST00000103397	356	201.086	0	0
ENSMUST00000103532	351	196.226	0	0
ENSMUST00000103573	338	183.666	0	0
ENSMUST00000103543	348	193.304	0	0
ENSMUST00000103599	276	126.337	0	0
ENSMUST00000178824	337	182.685	0	0
ENSMUST00000103538	294	142.167	0	0
ENSMUST00000103559	350	195.265	0	0
ENSMUST00000103606	353	198.166	0	0
ENSMUST00000103607	264	115.906	0	0
ENSMUST00000177705	340	185.592	0	0
ENSMUST00000103305	362	206.819	0	0
ENSMUST00000169155	294	142.167	0	0
ENSMUST00000103306	362	206.819	0	0
ENSMUST00000103363	352	197.206	0	0
ENSMUST00000103556	293	141.21	0	0
ENSMUST00000177703	342	187.516	0	0
ENSMUST00000103373	344	189.478	0	0
ENSMUST00000103752	348	193.304	0	0
ENSMUST00000103321	359	203.964	0	0
ENSMUST00000179583	342	187.516	0	0
ENSMUST00000103326	359	203.964	0	0
ENSMUST00000183936	344	189.478	0	0
ENSMUST00000103332	351	196.226	0	0
ENSMUST00000103358	286	134.962	0	0
ENSMUST00000103341	346	191.363	0	0
ENSMUST00000168310	346	191.363	0	0
ENSMUST00000103379	344	189.478	0	0
ENSMUST00000103685	345	190.42	0	0
ENSMUST00000103396	359	203.964	0	0
ENSMUST00000103318	364	208.778	0	0
ENSMUST00000103542	303	150.567	0	0
ENSMUST00000103403	359	203.964	0	0
ENSMUST00000103544	351	196.226	0	0
ENSMUST00000103324	347	192.363	0	0
ENSMUST00000103547	351	196.226	0	0
ENSMUST00000103367	347	192.363	0	0
ENSMUST00000103353	284	133.156	0	0
ENSMUST00000103387	362	206.819	0	0
ENSMUST00000103608	328	174.08	0	0
ENSMUST00000103390	370	214.438	0	0
ENSMUST00000163670	294	142.167	0	0
ENSMUST00000103622	264	115.906	0	0
ENSMUST00000103302	362	206.819	0	0
ENSMUST00000103570	343	188.516	0	0
ENSMUST00000103307	350	195.265	0	0
ENSMUST00000167409	307	154.195	0	0
ENSMUST00000103624	348	193.304	0	0
ENSMUST00000166255	278	128.033	0	0
ENSMUST00000103317	359	203.964	0	0
ENSMUST00000103635	280	129.739	0	0
ENSMUST00000103539	348	193.304	0	0
ENSMUST00000103381	300	147.827	0	0
ENSMUST00000103383	347	192.363	0	0
ENSMUST00000103654	340	185.592	0	0
ENSMUST00000103549	294	142.167	0	0
ENSMUST00000103391	347	192.363	0	0
ENSMUST00000103401	359	203.964	0	0
ENSMUST00000103402	359	203.964	0	0
ENSMUST00000103568	325	171.308	0	0
ENSMUST00000164511	270	121.033	0	0
ENSMUST00000103611	338	183.666	0	0
ENSMUST00000103632	333	178.831	0	0
ENSMUST00000103634	267	118.523	0	0
ENSMUST00000178252	340	185.592	0	0
ENSMUST00000178650	317	163.613	0	0
ENSMUST00000103633	353	198.166	0	0
ENSMUST00000103677	345	190.42	0	0
ENSMUST00000103540	315	161.696	0	0
ENSMUST00000103585	343	188.516	0	0
ENSMUST00000103534	351	196.226	0	0
ENSMUST00000103303	362	206.819	0	0
ENSMUST00000103315	350	195.265	0	0
ENSMUST00000103345	356	201.086	0	0
ENSMUST00000103593	341	186.592	0	0
ENSMUST00000103301	359	203.964	0	0
ENSMUST00000103609	341	186.592	0	0
ENSMUST00000103309	341	186.592	0	0
ENSMUST00000103308	350	195.265	0	0
ENSMUST00000103618	331	176.939	0	0
ENSMUST00000103314	359	203.964	0	0
ENSMUST00000103316	353	198.166	0	0
ENSMUST00000103320	353	198.166	0	0
ENSMUST00000103335	335	180.758	0	0
ENSMUST00000103330	347	192.363	0	0
ENSMUST00000103337	340	185.592	0	0
ENSMUST00000103393	347	192.363	0	0
ENSMUST00000103626	340	185.592	0	0
ENSMUST00000103592	331	176.939	0	0
ENSMUST00000103619	341	186.592	0	0
ENSMUST00000103623	276	126.337	0	0
ENSMUST00000103334	326	172.29	0	0
ENSMUST00000103339	347	192.363	0	0
ENSMUST00000103548	351	196.226	0	0
ENSMUST00000179607	317	163.613	0	0
ENSMUST00000103553	350	195.265	0	0
ENSMUST00000103313	353	198.166	0	0
ENSMUST00000103354	352	197.206	0	0
ENSMUST00000103364	347	192.363	0	0
ENSMUST00000103376	362	206.819	0	0
ENSMUST00000180097	337	182.685	0	0
ENSMUST00000103584	344	189.478	0	0
ENSMUST00000103536	336	181.703	0	0
ENSMUST00000103537	351	196.226	0	0
ENSMUST00000103357	350	195.265	0	0
ENSMUST00000170551	294	142.167	0	0
ENSMUST00000103598	348	193.304	0	0
ENSMUST00000103587	344	189.478	0	0
ENSMUST00000103605	334	179.794	0	0
ENSMUST00000103590	349	194.265	0	0
ENSMUST00000103535	351	196.226	0	0
ENSMUST00000103541	351	196.226	0	0
ENSMUST00000164041	120	19.2588	0	0
ENSMUST00000095364	294	142.167	0	0
ENSMUST00000103533	301	148.736	0	0
ENSMUST00000103551	351	196.226	0	0
ENSMUST00000103554	414	257.619	0	0
ENSMUST00000103310	353	198.166	0	0
ENSMUST00000103312	287	135.823	0	0
ENSMUST00000103322	364	208.778	0	0
ENSMUST00000103348	348	193.304	0	0
ENSMUST00000103368	347	192.363	0	0
ENSMUST00000103371	344	189.478	0	0
ENSMUST00000103388	347	192.363	0	0
ENSMUST00000103400	359	203.964	0	0
ENSMUST00000167638	352	197.206	0	0
ENSMUST00000103327	344	189.478	0	0
ENSMUST00000103356	358	202.964	0	0
ENSMUST00000103377	347	192.363	0	0
ENSMUST00000103569	343	188.516	0	0
ENSMUST00000179701	343	188.516	0	0
ENSMUST00000103655	331	176.939	0	0
ENSMUST00000103678	345	190.42	0	0
ENSMUST00000103555	403	246.82	0	0
ENSMUST00000103564	347	192.363	0	0
ENSMUST00000103571	338	183.666	0	0
ENSMUST00000103600	331	176.939	0	0
ENSMUST00000103304	362	206.819	0	0
ENSMUST00000103612	343	188.516	0	0
ENSMUST00000103319	358	202.964	0	0
ENSMUST00000103627	331	176.939	0	0
ENSMUST00000103325	350	195.265	0	0
ENSMUST00000103652	360	204.902	0	0
ENSMUST00000103342	352	197.206	0	0
ENSMUST00000103369	347	192.363	0	0
ENSMUST00000103552	351	196.226	0	0
ENSMUST00000103596	264	115.906	0	0
ENSMUST00000103650	344	189.478	0	0
ENSMUST00000103323	348	193.304	0	0
ENSMUST00000103329	287	135.823	0	0
ENSMUST00000103346	352	197.206	0	0
ENSMUST00000103366	347	192.363	0	0
ENSMUST00000103372	347	192.363	0	0
ENSMUST00000103389	305	152.336	0	0
ENSMUST00000103613	287	135.823	0	0
ENSMUST00000179997	343	188.516	0	0
ENSMUST00000103583	343	188.516	0	0
ENSMUST00000103653	349	194.265	0	0
ENSMUST00000103751	366	210.651	0	0
ENSMUST00000166645	302	149.644	0	0
ENSMUST00000166362	123	20.425	0	0
ENSMUST00000103328	347	192.363	0	0
ENSMUST00000103343	356	201.086	0	0
ENSMUST00000103340	290	138.54	0	0
ENSMUST00000103344	358	202.964	0	0
ENSMUST00000103359	352	197.206	0	0
ENSMUST00000103746	351	196.226	0	0
ENSMUST00000114212	330	175.974	0	0
ENSMUST00000103351	286	134.962	0	0
ENSMUST00000103333	345	190.42	0	0
ENSMUST00000166380	292	140.297	0	0
ENSMUST00000103380	305	152.336	0	0
ENSMUST00000103336	362	206.819	0	0
ENSMUST00000103350	352	197.206	0	0
ENSMUST00000103355	292	140.297	0	0
ENSMUST00000103392	362	206.819	0	0
ENSMUST00000103384	365	209.757	0	0
ENSMUST00000103625	276	126.337	0	0
ENSMUST00000103651	327	173.133	0	0
ENSMUST00000103679	345	190.42	13	3.02962
ENSMUST00000103563	350	195.265	0	0
ENSMUST00000103365	347	192.363	0	0
ENSMUST00000103370	287	135.823	0	0
ENSMUST00000103374	359	203.964	0	0
ENSMUST00000103382	371	215.395	0	0
ENSMUST00000103311	350	195.265	0	0
ENSMUST00000103378	365	209.757	0	0
ENSMUST00000103386	347	192.363	0	0
ENSMUST00000103295	49	9.11111	0	0
ENSMUST00000103296	49	9.11111	0	0
ENSMUST00000103297	49	9.11111	0	0
ENSMUST00000103298	47	11	0	0
ENSMUST00000103287	51	8.23077	0	0
ENSMUST00000103288	50	7.83333	0	0
ENSMUST00000103289	53	8.17647	0	0
ENSMUST00000193061	46	10	0	0
ENSMUST00000103290	45	10.8	0	0
ENSMUST00000103284	48	10.4286	0	0
ENSMUST00000103293	50	7.83333	0	0
ENSMUST00000103294	51	8.23077	0	0
ENSMUST00000103285	48	10.4286	0	0
ENSMUST00000192366	50	7.83333	0	0
ENSMUST00000103286	54	9.17647	0	0
ENSMUST00000082421	1144	986.807	97143	4368.55
ENSMUST00000082419	519	361.998	20250	2482.43
ENSMUST00000082418	1824	1666.81	69831	1859.18
ENSMUST00000082414	1378	1220.81	77694	2824.22
ENSMUST00000084013	297	144.961	13191	4038.17
ENSMUST00000082411	348	193.304	10693.6	2454.93
ENSMUST00000082409	784	626.807	95745.9	6778.66
ENSMUST00000082408	681	523.807	102169	8655.81
ENSMUST00000082407	204	67.77	18216.4	11928.4
ENSMUST00000082405	684	526.807	98174.1	8269.95
ENSMUST00000082402	1545	1387.81	266812	8531.66
ENSMUST00000082396	1038	880.807	47023	2369.12
ENSMUST00000082392	957	799.807	64594	3583.97
ENSMUST00000063263	1579	1421.81	0	0
ENSMUST00000008582	2911	2753.81	1	0.0161148
ENSMUST00000188142	7524	7366.81	4662.49	28.0864
ENSMUST00000061552	6996	6838.81	3543.5	22.9937
ENSMUST00000186735	372	216.395	0	0
ENSMUST00000185775	1352	1194.81	9.01435	0.334807
ENSMUST00000043873	493	336.102	0	0
ENSMUST00000076006	598	440.807	0	0
ENSMUST00000114640	2818	2660.81	9.37117e-08	1.56293e-09
ENSMUST00000049255	2782	2624.81	1	0.0169068
ENSMUST00000135754	2932	2774.81	73.9932	1.18336
ENSMUST00000114701	2756	2598.81	719.467	12.2856
ENSMUST00000114699	1243	1085.81	0	0
ENSMUST00000155348	1841	1683.81	28.7085	0.756618
ENSMUST00000053016	4445	4287.81	7.0312	0.0727699
ENSMUST00000139505	799	641.807	0	0
ENSMUST00000143480	837	679.807	0	0
ENSMUST00000020647	1142	984.807	88.8543	4.00392
ENSMUST00000123164	471	314.198	0	0
ENSMUST00000105200	924	766.807	0	0
ENSMUST00000190647	2707	2549.81	407.609	7.09405
ENSMUST00000187230	894	736.807	45.3909	2.73384
