target_id	length	eff_length	est_counts	tpm
ENSMUST00000103567	369	207.941	0	0
ENSMUST00000185651	329	169.874	0	0
ENSMUST00000180711	376	214.621	0	0
ENSMUST00000184650	338	178.363	0	0
ENSMUST00000181728	449	286.537	0	0
ENSMUST00000193003	416	253.775	0	0
ENSMUST00000103300	334	174.542	0	0
ENSMUST00000178426	444	281.565	0	0
ENSMUST00000180687	473	310.328	0	0
ENSMUST00000103643	327	168.011	0	0
ENSMUST00000103581	397	235.017	0	0
ENSMUST00000181210	373	211.814	0	0
ENSMUST00000183488	335	175.506	0	0
ENSMUST00000191646	335	175.506	0	0
ENSMUST00000103282	332	172.682	0	0
ENSMUST00000103646	405	242.874	0	0
ENSMUST00000181793	404	241.874	0	0
ENSMUST00000103648	359	198.329	0	0
ENSMUST00000179267	386	224.314	0	0
ENSMUST00000184874	276	121.737	0	0
ENSMUST00000103660	386	224.314	0	0
ENSMUST00000181768	418	255.749	0	0
ENSMUST00000183835	276	121.737	0	0
ENSMUST00000103267	389	227.179	0	0
ENSMUST00000194399	366	205.023	0	0
ENSMUST00000103268	334	174.542	0	0
ENSMUST00000103269	385	223.337	0	0
ENSMUST00000103270	340	180.218	0	0
ENSMUST00000103662	394	232.04	0	0
ENSMUST00000103271	340	180.218	0	0
ENSMUST00000103272	368	206.941	0	0
ENSMUST00000103273	370	208.941	0	0
ENSMUST00000103274	398	235.993	0	0
ENSMUST00000103275	374	212.729	0	0
ENSMUST00000103276	566	403.123	0	0
ENSMUST00000103663	360	199.309	0	0
ENSMUST00000103664	342	182.053	0	0
ENSMUST00000103277	335	175.506	0	0
ENSMUST00000195087	381	219.469	0	0
ENSMUST00000103278	290	134.224	0	0
ENSMUST00000193997	347	186.756	0	0
ENSMUST00000103279	344	183.887	0	0
ENSMUST00000103638	377	215.578	0	0
ENSMUST00000103641	380	218.469	0	0
ENSMUST00000184687	275	120.839	0	0
ENSMUST00000103667	421	258.698	0	0
ENSMUST00000189634	651	488.123	0	0
ENSMUST00000056590	650	487.123	0	0
ENSMUST00000182769	727	564.071	0	0
ENSMUST00000088673	531	368.163	0	0
ENSMUST00000195764	4615	4452.07	50.5352	0.597304
ENSMUST00000174625	3389	3226.07	58.0581	0.947006
ENSMUST00000174382	1699	1536.07	25.7778	0.883078
ENSMUST00000166442	1481	1318.07	2.11079	0.0842695
ENSMUST00000182198	1265	1102.07	0	0
ENSMUST00000172762	3466	3303.07	0	0
ENSMUST00000194951	1194	1031.07	0	0
ENSMUST00000195589	2272	2109.07	2.84117	0.0708874
ENSMUST00000184581	707	544.071	0	0
ENSMUST00000112076	2277	2114.07	0.158834	0.00395356
ENSMUST00000179386	1050	887.071	0	0
ENSMUST00000173420	1257	1094.07	0	0
ENSMUST00000194248	936	773.071	0	0
ENSMUST00000179719	1296	1133.07	107.62	4.99803
ENSMUST00000106393	843	680.071	268.727	20.7932
ENSMUST00000132882	741	578.071	47.6531	4.33784
ENSMUST00000006562	910	747.071	0	0
ENSMUST00000100960	2692	2529.07	1.85552	0.0386072
ENSMUST00000171587	1329	1166.07	6.19952	0.279767
ENSMUST00000174854	1156	993.071	20.7924	1.10176
ENSMUST00000172979	998	835.071	0	0
ENSMUST00000116010	172	43.0042	3.84043	4.6993
ENSMUST00000190447	2477	2314.07	0	0
ENSMUST00000188251	2421	2258.07	182.978	4.26407
ENSMUST00000190097	649	486.123	9.78586	1.05929
ENSMUST00000191103	537	374.163	0	0
ENSMUST00000024112	2417	2254.07	0	0
ENSMUST00000174177	915	752.071	0	0
ENSMUST00000174248	519	356.199	3	0.443193
ENSMUST00000173567	1252	1089.07	0	0
ENSMUST00000122808	3794	3631.07	0	0
ENSMUST00000077820	1581	1418.07	0	0
ENSMUST00000135748	788	625.071	0	0
ENSMUST00000134898	462	299.45	0	0
ENSMUST00000147728	557	394.163	0	0
ENSMUST00000077582	784	621.071	0	0
ENSMUST00000184850	1072	909.071	0	0
ENSMUST00000173080	1138	975.071	0	0
ENSMUST00000185167	836	673.071	3.13853e-06	2.45374e-07
ENSMUST00000195838	1105	942.071	0	0
ENSMUST00000194244	862	699.071	0	0
ENSMUST00000185087	1064	901.071	0	0
ENSMUST00000195833	829	666.071	1.06384	0.0840465
ENSMUST00000184502	862	699.071	0	0
ENSMUST00000183560	316	157.822	0	0
ENSMUST00000183999	358	197.369	0	0
ENSMUST00000192532	995	832.071	0	0
ENSMUST00000182725	558	395.163	12.9467	1.72403
ENSMUST00000183291	1837	1674.07	185.561	5.83279
ENSMUST00000086377	1832	1669.07	0	0
ENSMUST00000173185	1458	1295.07	5	0.203161
ENSMUST00000103299	692	529.071	0	0
ENSMUST00000192856	737	574.071	0	0
ENSMUST00000103291	512	349.234	0	0
ENSMUST00000103682	51	11.0769	0	0
ENSMUST00000103697	63	11.5526	0	0
ENSMUST00000103706	65	11.4783	0	0
ENSMUST00000103724	63	11.5526	0	0
ENSMUST00000103737	66	12	0	0
ENSMUST00000103704	62	11.7941	0	0
ENSMUST00000103721	58	11.5417	0	0
ENSMUST00000103702	61	11.1212	0	0
ENSMUST00000179426	60	11.1333	0	0
ENSMUST00000103725	61	11.1212	0	0
ENSMUST00000103726	60	11.1333	0	0
ENSMUST00000103730	59	11.2593	0	0
ENSMUST00000103738	66	12	0	0
ENSMUST00000103698	61	11.1212	0	0
ENSMUST00000103713	65	11.4783	0	0
ENSMUST00000180262	60	11.1333	0	0
ENSMUST00000103719	60	11.1333	0	0
ENSMUST00000103732	37	6.5	0	0
ENSMUST00000103406	43	9.16667	0	0
ENSMUST00000167781	54	11.2941	0	0
ENSMUST00000103699	57	11.5	0	0
ENSMUST00000103709	66	12	0	0
ENSMUST00000103409	42	9.8	0	0
ENSMUST00000103688	65	11.4783	0	0
ENSMUST00000103712	60	11.1333	0	0
ENSMUST00000103728	57	11.5	0	0
ENSMUST00000103734	62	11.7941	0	0
ENSMUST00000103735	62	11.7941	0	0
ENSMUST00000103686	64	11.2093	0	0
ENSMUST00000165071	54	11.2941	0	0
ENSMUST00000103408	38	7.5	0	0
ENSMUST00000103695	60	11.1333	0	0
ENSMUST00000103700	64	11.2093	0	0
ENSMUST00000103717	63	11.5526	0	0
ENSMUST00000103690	66	12	0	0
ENSMUST00000103691	66	12	0	0
ENSMUST00000103694	59	11.2593	0	0
ENSMUST00000103722	61	11.1212	0	0
ENSMUST00000103407	36	7.33333	0	0
ENSMUST00000103696	63	11.5526	0	0
ENSMUST00000103718	60	11.1333	0	0
ENSMUST00000103727	33	14	0	0
ENSMUST00000165025	72	11.4824	0	0
ENSMUST00000170585	63	11.5526	0	0
ENSMUST00000103692	43	9.16667	0	0
ENSMUST00000103710	57	11.5	0	0
ENSMUST00000103705	60	11.1333	0	0
ENSMUST00000103736	63	11.5526	0	0
ENSMUST00000103687	63	11.5526	0	0
ENSMUST00000103693	63	11.5526	0	0
ENSMUST00000103703	63	11.5526	0	0
ENSMUST00000103708	57	11.5	0	0
ENSMUST00000103720	57	11.5	0	0
ENSMUST00000103731	58	11.5417	0	0
ENSMUST00000103733	59	11.2593	0	0
ENSMUST00000103405	38	7.5	0	0
ENSMUST00000103562	60	11.1333	0	0
ENSMUST00000103716	57	11.5	0	0
ENSMUST00000103729	58	11.5417	0	0
ENSMUST00000103739	27	8	0	0
ENSMUST00000103711	59	11.2593	0	0
ENSMUST00000103714	59	11.2593	0	0
ENSMUST00000103701	55	11.6667	0	0
ENSMUST00000103707	58	11.5417	0	0
ENSMUST00000184430	61	11.1212	0	0
ENSMUST00000103683	59	11.2593	0	0
ENSMUST00000103689	63	11.5526	0	0
ENSMUST00000167829	63	11.5526	0	0
ENSMUST00000103715	60	11.1333	0	0
ENSMUST00000103723	66	12	0	0
ENSMUST00000103427	54	11.2941	0	0
ENSMUST00000103428	48	9.72727	0	0
ENSMUST00000192746	48	9.72727	0	0
ENSMUST00000103429	54	11.2941	0	0
ENSMUST00000103430	53	10.9375	0	0
ENSMUST00000103740	413	250.775	18	3.77705
ENSMUST00000103410	323	164.281	0	0
ENSMUST00000103558	518	355.199	0	0
ENSMUST00000103561	503	340.234	2	0.309326
ENSMUST00000179181	572	409.123	0	0
ENSMUST00000103566	644	481.123	0	0
ENSMUST00000177715	1698	1535.07	0	0
ENSMUST00000103426	1493	1330.07	27	1.0682
ENSMUST00000194304	2482	2319.07	0	0
ENSMUST00000103420	1076	913.071	0	0
ENSMUST00000103423	1082	919.071	0	0
ENSMUST00000194162	1806	1643.07	0	0
ENSMUST00000192250	802	639.071	0	0
ENSMUST00000194738	2540	2377.07	0	0
ENSMUST00000178282	1100	937.071	0	0
ENSMUST00000137336	1367	1204.07	0	0
ENSMUST00000195192	1111	948.071	2	0.111008
ENSMUST00000103416	1212	1049.07	0	0
ENSMUST00000192188	1879	1716.07	0	0
ENSMUST00000103418	1114	951.071	0	0
ENSMUST00000103526	415	252.775	0	0
ENSMUST00000194071	351	190.584	0	0
ENSMUST00000103527	294	137.788	0	0
ENSMUST00000191803	395	233.04	0	0
ENSMUST00000103494	294	137.788	0	0
ENSMUST00000103495	377	215.578	0	0
ENSMUST00000194968	351	190.584	0	0
ENSMUST00000103506	348	187.737	0	0
ENSMUST00000103446	353	192.526	0	0
ENSMUST00000194581	378	216.535	0	0
ENSMUST00000163467	302	145.014	0	0
ENSMUST00000103451	362	201.228	0	0
ENSMUST00000195381	353	192.526	0	0
ENSMUST00000103450	353	192.526	0	0
ENSMUST00000180013	369	207.941	0	0
ENSMUST00000103468	461	298.45	0	0
ENSMUST00000103469	399	236.993	0	0
ENSMUST00000103483	394	232.04	0	0
ENSMUST00000195641	353	192.526	0	0
ENSMUST00000103470	299	142.384	0	0
ENSMUST00000103496	388	226.224	0	0
ENSMUST00000192591	358	197.369	0	0
ENSMUST00000179657	350	189.68	0	0
ENSMUST00000103529	351	190.584	0	0
ENSMUST00000195884	351	190.584	0	0
ENSMUST00000103471	294	137.788	0	0
ENSMUST00000125484	359	198.329	0	0
ENSMUST00000183954	302	145.014	0	0
ENSMUST00000103485	353	192.526	0	0
ENSMUST00000191862	351	190.584	0	0
ENSMUST00000103513	348	187.737	0	0
ENSMUST00000103472	351	190.584	0	0
ENSMUST00000103486	356	195.448	0	0
ENSMUST00000191918	357	196.408	0	0
ENSMUST00000177949	297	140.515	0	0
ENSMUST00000193936	357	196.408	0	0
ENSMUST00000179796	297	140.515	0	0
ENSMUST00000192911	350	189.68	0	0
ENSMUST00000103455	342	182.053	0	0
ENSMUST00000103489	357	196.408	0	0
ENSMUST00000193397	357	196.408	0	0
ENSMUST00000103456	355	194.467	0	0
ENSMUST00000192877	361	200.248	0	0
ENSMUST00000103457	350	189.68	0	0
ENSMUST00000193950	351	190.584	0	0
ENSMUST00000103514	348	187.737	0	0
ENSMUST00000193652	380	218.469	0	0
ENSMUST00000103458	350	189.68	0	0
ENSMUST00000195468	353	192.526	0	0
ENSMUST00000103442	350	189.68	0	0
ENSMUST00000103447	350	189.68	0	0
ENSMUST00000103501	294	137.788	0	0
ENSMUST00000103473	351	190.584	0	0
ENSMUST00000103461	361	200.248	0	0
ENSMUST00000103512	388	226.224	0	0
ENSMUST00000103443	352	191.545	0	0
ENSMUST00000103515	351	190.584	0	0
ENSMUST00000195037	359	198.329	0	0
ENSMUST00000195337	354	193.487	0	0
ENSMUST00000103497	351	190.584	0	0
ENSMUST00000192264	413	250.775	0	0
ENSMUST00000103452	350	189.68	0	0
ENSMUST00000195706	351	190.584	0	0
ENSMUST00000103475	333	173.577	0	0
ENSMUST00000195359	351	190.584	0	0
ENSMUST00000103530	348	187.737	0	0
ENSMUST00000193893	351	190.584	0	0
ENSMUST00000103498	348	187.737	0	0
ENSMUST00000103492	359	198.329	0	0
ENSMUST00000103459	405	242.874	0	0
ENSMUST00000191801	351	190.584	0	0
ENSMUST00000195469	386	224.314	0	0
ENSMUST00000109711	215	71.475	0	0
ENSMUST00000103500	294	137.788	0	0
ENSMUST00000194350	351	190.584	0	0
ENSMUST00000103504	306	148.651	0	0
ENSMUST00000191868	351	190.584	0	0
ENSMUST00000103516	294	137.788	0	0
ENSMUST00000195417	351	190.584	0	0
ENSMUST00000103517	294	137.788	0	0
ENSMUST00000103444	425	262.672	0	0
ENSMUST00000103448	418	255.749	0	0
ENSMUST00000103474	363	202.228	0	0
ENSMUST00000193133	357	196.408	0	0
ENSMUST00000103462	354	193.487	0	0
ENSMUST00000103493	351	190.584	0	0
ENSMUST00000194865	397	235.017	0	0
ENSMUST00000103518	294	137.788	0	0
ENSMUST00000192298	351	190.584	0	0
ENSMUST00000178949	294	137.788	0	0
ENSMUST00000192724	351	190.584	0	0
ENSMUST00000103519	294	137.788	0	0
ENSMUST00000193855	405	242.874	0	0
ENSMUST00000103505	348	187.737	0	0
ENSMUST00000194257	358	197.369	0	0
ENSMUST00000103521	390	228.156	0	0
ENSMUST00000192077	351	190.584	0	0
ENSMUST00000178229	347	186.756	0	0
ENSMUST00000103531	351	190.584	0	0
ENSMUST00000103503	349	188.718	0	0
ENSMUST00000171270	90	11.9333	0	0
ENSMUST00000192554	351	190.584	0	0
ENSMUST00000103522	348	187.737	0	0
ENSMUST00000103523	351	190.584	0	0
ENSMUST00000195707	480	317.266	0	0
ENSMUST00000103449	347	186.756	0	0
ENSMUST00000193145	354	193.487	0	0
ENSMUST00000103524	301	144.118	0	0
ENSMUST00000103525	377	215.578	0	0
ENSMUST00000103463	351	190.584	0	0
ENSMUST00000103464	414	251.775	0	0
ENSMUST00000103478	350	189.68	0	0
ENSMUST00000103466	353	192.526	0	0
ENSMUST00000103467	351	190.584	0	0
ENSMUST00000103507	351	190.584	0	0
ENSMUST00000194625	351	190.584	0	0
ENSMUST00000191861	351	190.584	0	0
ENSMUST00000103509	294	137.788	0	0
ENSMUST00000103510	351	190.584	0	0
ENSMUST00000195735	351	190.584	0	0
ENSMUST00000103511	294	137.788	0	0
ENSMUST00000191693	350	189.68	0	0
ENSMUST00000103476	296	139.601	0	0
ENSMUST00000192499	437	274.565	0	0
ENSMUST00000103477	360	199.309	0	0
ENSMUST00000193408	353	192.526	0	0
ENSMUST00000195619	353	192.526	0	0
ENSMUST00000103479	299	142.384	0	0
ENSMUST00000195124	350	189.68	0	0
ENSMUST00000103481	342	182.053	0	0
ENSMUST00000194159	351	190.584	0	0
ENSMUST00000103482	294	137.788	0	0
ENSMUST00000103398	359	198.329	0	0
ENSMUST00000103395	287	131.473	0	0
ENSMUST00000103597	276	121.737	0	0
ENSMUST00000103399	299	142.384	0	0
ENSMUST00000177578	340	180.218	0	0
ENSMUST00000170041	270	116.513	0	0
ENSMUST00000103404	359	198.329	0	0
ENSMUST00000103394	347	186.756	0	0
ENSMUST00000103397	356	195.448	0	0
ENSMUST00000103532	351	190.584	0	0
ENSMUST00000103573	338	178.363	0	0
ENSMUST00000103543	348	187.737	0	0
ENSMUST00000103599	276	121.737	0	0
ENSMUST00000178824	337	177.417	0	0
ENSMUST00000103538	294	137.788	0	0
ENSMUST00000103559	350	189.68	0	0
ENSMUST00000103606	353	192.526	0	0
ENSMUST00000103607	264	111.323	0	0
ENSMUST00000177705	340	180.218	0	0
ENSMUST00000103305	362	201.228	0	0
ENSMUST00000169155	294	137.788	0	0
ENSMUST00000103306	362	201.228	0	0
ENSMUST00000103363	352	191.545	0	0
ENSMUST00000103556	293	136.901	0	0
ENSMUST00000177703	342	182.053	0	0
ENSMUST00000103373	344	183.887	0	0
ENSMUST00000103752	348	187.737	0	0
ENSMUST00000103321	359	198.329	0	0
ENSMUST00000179583	342	182.053	0	0
ENSMUST00000103326	359	198.329	0	0
ENSMUST00000183936	344	183.887	0	0
ENSMUST00000103332	351	190.584	0	0
ENSMUST00000103358	286	130.568	0	0
ENSMUST00000103341	346	185.793	0	0
ENSMUST00000168310	346	185.793	0	0
ENSMUST00000103379	344	183.887	0	0
ENSMUST00000103685	345	184.849	3	0.854018
ENSMUST00000103396	359	198.329	0	0
ENSMUST00000103318	364	203.167	0	0
ENSMUST00000103542	303	145.954	0	0
ENSMUST00000103403	359	198.329	0	0
ENSMUST00000103544	351	190.584	0	0
ENSMUST00000103324	347	186.756	0	0
ENSMUST00000103547	351	190.584	0	0
ENSMUST00000103367	347	186.756	0	0
ENSMUST00000103353	284	128.77	0	0
ENSMUST00000103387	362	201.228	0	0
ENSMUST00000103608	328	168.942	0	0
ENSMUST00000103390	370	208.941	0	0
ENSMUST00000163670	294	137.788	0	0
ENSMUST00000103622	264	111.323	0	0
ENSMUST00000103302	362	201.228	0	0
ENSMUST00000103570	343	182.998	0	0
ENSMUST00000103307	350	189.68	0	0
ENSMUST00000167409	307	149.56	0	0
ENSMUST00000103624	348	187.737	0	0
ENSMUST00000166255	278	123.403	0	0
ENSMUST00000103317	359	198.329	0	0
ENSMUST00000103635	280	125.234	0	0
ENSMUST00000103539	348	187.737	0	0
ENSMUST00000103381	300	143.251	0	0
ENSMUST00000103383	347	186.756	0	0
ENSMUST00000103654	340	180.218	0	0
ENSMUST00000103549	294	137.788	0	0
ENSMUST00000103391	347	186.756	0	0
ENSMUST00000103401	359	198.329	0	0
ENSMUST00000103402	359	198.329	0	0
ENSMUST00000103568	325	166.164	0	0
ENSMUST00000164511	270	116.513	0	0
ENSMUST00000103611	338	178.363	0	0
ENSMUST00000103632	333	173.577	0	0
ENSMUST00000103634	267	113.963	0	0
ENSMUST00000178252	340	180.218	0	0
ENSMUST00000178650	317	158.757	0	0
ENSMUST00000103633	353	192.526	0	0
ENSMUST00000103677	345	184.849	0	0
ENSMUST00000103540	315	156.902	0	0
ENSMUST00000103585	343	182.998	0	0
ENSMUST00000103534	351	190.584	0	0
ENSMUST00000103303	362	201.228	0	0
ENSMUST00000103315	350	189.68	0	0
ENSMUST00000103345	356	195.448	0	0
ENSMUST00000103593	341	181.127	0	0
ENSMUST00000103301	359	198.329	0	0
ENSMUST00000103609	341	181.127	0	0
ENSMUST00000103309	341	181.127	0	0
ENSMUST00000103308	350	189.68	1	0.277423
ENSMUST00000103618	331	171.752	0	0
ENSMUST00000103314	359	198.329	0	0
ENSMUST00000103316	353	192.526	1.32263e-08	3.61505e-09
ENSMUST00000103320	353	192.526	0	0
ENSMUST00000103335	335	175.506	0	0
ENSMUST00000103330	347	186.756	0	0
ENSMUST00000103337	340	180.218	0	0
ENSMUST00000103393	347	186.756	0	0
ENSMUST00000103626	340	180.218	0	0
ENSMUST00000103592	331	171.752	0	0
ENSMUST00000103619	341	181.127	0	0
ENSMUST00000103623	276	121.737	0	0
ENSMUST00000103334	326	167.113	0	0
ENSMUST00000103339	347	186.756	0	0
ENSMUST00000103548	351	190.584	0	0
ENSMUST00000179607	317	158.757	0	0
ENSMUST00000103553	350	189.68	0	0
ENSMUST00000103313	353	192.526	0	0
ENSMUST00000103354	352	191.545	0	0
ENSMUST00000103364	347	186.756	0	0
ENSMUST00000103376	362	201.228	0	0
ENSMUST00000180097	337	177.417	0	0
ENSMUST00000103584	344	183.887	0	0
ENSMUST00000103536	336	176.453	0	0
ENSMUST00000103537	351	190.584	0	0
ENSMUST00000103357	350	189.68	0	0
ENSMUST00000170551	294	137.788	0	0
ENSMUST00000103598	348	187.737	0	0
ENSMUST00000103587	344	183.887	0	0
ENSMUST00000103605	334	174.542	0	0
ENSMUST00000103590	349	188.718	0	0
ENSMUST00000103535	351	190.584	0	0
ENSMUST00000103541	351	190.584	0	0
ENSMUST00000164041	120	18.0972	0	0
ENSMUST00000095364	294	137.788	0	0
ENSMUST00000103533	301	144.118	0	0
ENSMUST00000103551	351	190.584	0	0
ENSMUST00000103554	414	251.775	0	0
ENSMUST00000103310	353	192.526	0	0
ENSMUST00000103312	287	131.473	0	0
ENSMUST00000103322	364	203.167	0	0
ENSMUST00000103348	348	187.737	0	0
ENSMUST00000103368	347	186.756	0	0
ENSMUST00000103371	344	183.887	0	0
ENSMUST00000103388	347	186.756	0	0
ENSMUST00000103400	359	198.329	0	0
ENSMUST00000167638	352	191.545	0	0
ENSMUST00000103327	344	183.887	0	0
ENSMUST00000103356	358	197.369	0	0
ENSMUST00000103377	347	186.756	0	0
ENSMUST00000103569	343	182.998	0	0
ENSMUST00000179701	343	182.998	0	0
ENSMUST00000103655	331	171.752	0	0
ENSMUST00000103678	345	184.849	0	0
ENSMUST00000103555	403	240.874	0	0
ENSMUST00000103564	347	186.756	0	0
ENSMUST00000103571	338	178.363	0	0
ENSMUST00000103600	331	171.752	0	0
ENSMUST00000103304	362	201.228	1	0.261502
ENSMUST00000103612	343	182.998	0	0
ENSMUST00000103319	358	197.369	0	0
ENSMUST00000103627	331	171.752	0	0
ENSMUST00000103325	350	189.68	0	0
ENSMUST00000103652	360	199.309	0	0
ENSMUST00000103342	352	191.545	0	0
ENSMUST00000103369	347	186.756	0	0
ENSMUST00000103552	351	190.584	0	0
ENSMUST00000103596	264	111.323	0	0
ENSMUST00000103650	344	183.887	0	0
ENSMUST00000103323	348	187.737	0	0
ENSMUST00000103329	287	131.473	0	0
ENSMUST00000103346	352	191.545	0	0
ENSMUST00000103366	347	186.756	0	0
ENSMUST00000103372	347	186.756	0	0
ENSMUST00000103389	305	147.743	0	0
ENSMUST00000103613	287	131.473	0	0
ENSMUST00000179997	343	182.998	0	0
ENSMUST00000103583	343	182.998	0	0
ENSMUST00000103653	349	188.718	0	0
ENSMUST00000103751	366	205.023	0	0
ENSMUST00000166645	302	145.014	0	0
ENSMUST00000166362	123	19.1161	0	0
ENSMUST00000103328	347	186.756	0	0
ENSMUST00000103343	356	195.448	0	0
ENSMUST00000103340	290	134.224	0	0
ENSMUST00000103344	358	197.369	0	0
ENSMUST00000103359	352	191.545	0	0
ENSMUST00000103746	351	190.584	0	0
ENSMUST00000114212	330	170.787	0	0
ENSMUST00000103351	286	130.568	0	0
ENSMUST00000103333	345	184.849	0	0
ENSMUST00000166380	292	136.014	0	0
ENSMUST00000103380	305	147.743	0	0
ENSMUST00000103336	362	201.228	0	0
ENSMUST00000103350	352	191.545	0	0
ENSMUST00000103355	292	136.014	0	0
ENSMUST00000103392	362	201.228	0	0
ENSMUST00000103384	365	204.065	0	0
ENSMUST00000103625	276	121.737	0	0
ENSMUST00000103651	327	168.011	0	0
ENSMUST00000103679	345	184.849	1	0.284673
ENSMUST00000103563	350	189.68	0	0
ENSMUST00000103365	347	186.756	0	0
ENSMUST00000103370	287	131.473	0	0
ENSMUST00000103374	359	198.329	0	0
ENSMUST00000103382	371	209.878	0	0
ENSMUST00000103311	350	189.68	0	0
ENSMUST00000103378	365	204.065	0	0
ENSMUST00000103386	347	186.756	0	0
ENSMUST00000103295	49	10.7273	0	0
ENSMUST00000103296	49	10.7273	0	0
ENSMUST00000103297	49	10.7273	0	0
ENSMUST00000103298	47	8.72727	0	0
ENSMUST00000103287	51	11.0769	0	0
ENSMUST00000103288	50	10.0769	0	0
ENSMUST00000103289	53	10.9375	0	0
ENSMUST00000193061	46	7.72727	0	0
ENSMUST00000103290	45	7.4	0	0
ENSMUST00000103284	48	9.72727	0	0
ENSMUST00000103293	50	10.0769	0	0
ENSMUST00000103294	51	11.0769	0	0
ENSMUST00000103285	48	9.72727	0	0
ENSMUST00000192366	50	10.0769	0	0
ENSMUST00000103286	54	11.2941	0	0
ENSMUST00000082421	1144	981.071	66012	3540.68
ENSMUST00000082419	519	356.199	15937	2354.39
ENSMUST00000082418	1824	1661.07	54427	1724.21
ENSMUST00000082414	1378	1215.07	54416	2356.62
ENSMUST00000084013	297	140.515	9032	3382.41
ENSMUST00000082411	348	187.737	5956.94	1669.7
ENSMUST00000082409	784	621.071	76089.7	6446.86
ENSMUST00000082408	681	518.123	77192.2	7839.78
ENSMUST00000082407	204	63.9563	13108.5	10785.3
ENSMUST00000082405	684	521.071	74381.5	7511.59
ENSMUST00000082402	1545	1382.07	210162	8001.78
ENSMUST00000082396	1038	875.071	27555	1656.99
ENSMUST00000082392	957	794.071	41141	2726.34
ENSMUST00000063263	1579	1416.07	0	0
ENSMUST00000008582	2911	2748.07	4	0.0765942
ENSMUST00000188142	7524	7361.07	3397.98	24.2909
ENSMUST00000061552	6996	6833.07	2702.34	20.8108
ENSMUST00000186735	372	210.835	1.66565	0.415723
ENSMUST00000185775	1352	1189.07	6.01238	0.266074
ENSMUST00000043873	493	330.234	0	0
ENSMUST00000076006	598	435.123	0	0
ENSMUST00000114640	2818	2655.07	0	0
ENSMUST00000049255	2782	2619.07	0	0
ENSMUST00000135754	2932	2769.07	126.853	2.41063
ENSMUST00000114701	2756	2593.07	843.292	17.113
ENSMUST00000114699	1243	1080.07	0	0
ENSMUST00000155348	1841	1678.07	34.1933	1.07224
ENSMUST00000053016	4445	4282.07	0	0
ENSMUST00000139505	799	636.071	0	0
ENSMUST00000143480	837	674.071	0	0
ENSMUST00000020647	1142	979.071	47.3072	2.54259
ENSMUST00000123164	471	308.328	0	0
ENSMUST00000105200	924	761.071	0	0
ENSMUST00000190647	2707	2544.07	313.278	6.47983
ENSMUST00000187230	894	731.071	67.7224	4.87457
